id,fake_label,x_min,y_min,x_max,y_max
00015400,1,144,1,224,242
00023734,0,0,0,0,0
00008704,1,119,42,221,196
00024962,0,0,0,0,0
00022283,0,0,0,0,0
00032099,0,0,0,0,0
00022676,0,0,0,0,0
00008105,1,127,56,253,229
00018847,0,0,0,0,0
00021863,0,0,0,0,0
00010470,1,170,67,242,197
00034782,0,0,0,0,0
00031905,0,0,0,0,0
00004090,1,38,94,122,161
00009923,1,37,189,150,251
00017241,1,49,36,184,204
00014011,1,171,40,232,136
00010295,1,151,135,215,225
00034241,0,0,0,0,0
00016507,1,23,39,229,107
00007676,1,103,89,187,222
00026964,0,0,0,0,0
00002557,1,182,68,247,189
00005963,1,129,39,228,142
00000025,1,0,198,135,253
00002452,1,120,6,217,85
00031264,0,0,0,0,0
00024165,0,0,0,0,0
00009132,1,6,3,140,196
00013163,1,135,183,207,240
00030303,0,0,0,0,0
00013111,1,86,169,192,248
00030541,0,0,0,0,0
00010041,1,14,148,230,254
00008883,1,160,92,226,179
00035351,0,0,0,0,0
00013819,1,6,164,206,225
00017871,1,151,29,244,250
00036366,0,0,0,0,0
00026423,0,0,0,0,0
00016223,1,93,86,208,204
00019729,0,0,0,0,0
00025668,0,0,0,0,0
00000301,1,49,12,187,97
00017860,1,180,132,246,198
00032624,0,0,0,0,0
00006782,1,97,37,186,227
00011812,1,134,30,237,209
00020499,0,0,0,0,0
00014907,1,183,14,242,202
00032454,0,0,0,0,0
00028070,0,0,0,0,0
00003491,1,44,124,180,182
00003079,1,116,23,221,184
00033409,0,0,0,0,0
00021211,0,0,0,0,0
00003210,1,170,199,239,254
00007467,1,37,77,113,204
00000440,1,117,157,175,217
00010317,1,92,21,173,217
00006892,1,183,77,238,140
00028871,0,0,0,0,0
00036073,0,0,0,0,0
00016804,1,104,83,206,217
00032741,0,0,0,0,0
00032693,0,0,0,0,0
00000069,1,59,130,227,197
00013176,1,77,194,209,251
00029030,0,0,0,0,0
00027753,0,0,0,0,0
00016193,1,121,50,235,117
00023131,0,0,0,0,0
00015441,1,46,69,188,181
00007313,1,161,197,225,254
00004280,1,146,21,239,179
00010865,1,190,132,248,230
00029863,0,0,0,0,0
00011583,1,167,145,242,230
00036360,0,0,0,0,0
00017931,1,166,74,236,241
00021155,0,0,0,0,0
00001097,1,134,91,216,254
00001983,1,132,150,210,253
00014090,1,3,181,230,239
00035412,0,0,0,0,0
00019412,0,0,0,0,0
00025214,0,0,0,0,0
00028337,0,0,0,0,0
00021998,0,0,0,0,0
00030822,0,0,0,0,0
00012216,1,125,156,206,245
00011625,1,71,132,126,190
00022990,0,0,0,0,0
00021066,0,0,0,0,0
00006799,1,178,71,246,128
00017814,1,76,21,195,159
00015787,1,147,20,209,193
00035676,0,0,0,0,0
00013822,1,140,13,233,72
00010827,1,38,158,204,250
00014761,1,22,101,214,223
00026102,0,0,0,0,0
00034264,0,0,0,0,0
00018604,0,0,0,0,0
00025605,0,0,0,0,0
00034464,0,0,0,0,0
00019303,0,0,0,0,0
00004702,1,78,128,207,244
00032986,0,0,0,0,0
00008150,1,130,5,244,249
00034312,0,0,0,0,0
00035285,0,0,0,0,0
00011854,1,104,63,215,196
00023561,0,0,0,0,0
00035702,0,0,0,0,0
00018790,0,0,0,0,0
00007377,1,142,167,238,236
00008281,1,62,88,119,192
00003802,1,155,169,245,230
00019684,0,0,0,0,0
00017340,1,138,29,217,161
00005615,1,127,76,215,141
00010050,1,5,74,68,142
00016678,1,175,52,241,249
00026079,0,0,0,0,0
00029558,0,0,0,0,0
00024781,0,0,0,0,0
00021633,0,0,0,0,0
00016723,1,185,14,242,166
00019941,0,0,0,0,0
00006424,1,125,24,217,120
00015509,1,178,166,239,241
00028217,0,0,0,0,0
00007548,1,145,94,223,210
00003731,1,147,68,248,163
00003459,1,21,94,143,162
00013061,1,65,141,153,233
00019080,0,0,0,0,0
00012228,1,153,177,251,251
00025700,0,0,0,0,0
00025251,0,0,0,0,0
00033995,0,0,0,0,0
00015245,1,135,189,234,252
00005897,1,104,198,169,254
00003521,1,161,45,247,143
00029890,0,0,0,0,0
00036309,0,0,0,0,0
00031040,0,0,0,0,0
00034163,0,0,0,0,0
00001489,1,153,19,253,111
00014424,1,153,65,243,139
00020635,0,0,0,0,0
00027669,0,0,0,0,0
00027785,0,0,0,0,0
00031241,0,0,0,0,0
00008188,1,83,68,200,126
00004780,1,8,20,209,177
00013011,1,36,90,114,226
00016303,1,142,22,214,246
00011288,1,20,60,102,225
00016961,1,52,112,217,202
00022278,0,0,0,0,0
00031476,0,0,0,0,0
00029786,0,0,0,0,0
00026818,0,0,0,0,0
00036418,0,0,0,0,0
00018565,0,0,0,0,0
00026116,0,0,0,0,0
00025453,0,0,0,0,0
00002178,1,187,112,243,204
00026567,0,0,0,0,0
00001836,1,33,40,135,118
00034154,0,0,0,0,0
00024413,0,0,0,0,0
00017396,1,91,134,210,241
00022137,0,0,0,0,0
00002439,1,4,30,140,128
00006204,1,68,66,189,254
00000818,1,68,103,191,197
00021816,0,0,0,0,0
00002393,1,88,16,232,140
00030419,0,0,0,0,0
00013038,1,19,151,190,212
00014469,1,92,177,155,246
00004374,1,146,162,218,236
00014079,1,4,184,194,243
00033338,0,0,0,0,0
00026431,0,0,0,0,0
00005729,1,149,100,212,211
00035074,0,0,0,0,0
00008101,1,94,190,230,245
00003577,1,57,93,124,240
00026031,0,0,0,0,0
00034064,0,0,0,0,0
00007718,1,154,148,252,242
00018503,0,0,0,0,0
00000073,1,151,85,242,184
00009595,1,52,2,229,63
00025327,0,0,0,0,0
00027662,0,0,0,0,0
00010341,1,195,8,253,249
00011370,1,0,70,208,143
00001326,1,21,17,168,243
00018567,0,0,0,0,0
00032517,0,0,0,0,0
00027616,0,0,0,0,0
00004454,1,12,42,239,219
00019312,0,0,0,0,0
00008362,1,36,102,121,196
00034418,0,0,0,0,0
00033245,0,0,0,0,0
00032924,0,0,0,0,0
00025111,0,0,0,0,0
00034038,0,0,0,0,0
00033895,0,0,0,0,0
00012138,1,1,152,82,220
00022084,0,0,0,0,0
00035178,0,0,0,0,0
00005798,1,172,37,235,213
00024405,0,0,0,0,0
00020820,0,0,0,0,0
00010373,1,86,191,244,251
00012718,1,1,135,121,224
00001822,1,175,141,239,222
00021083,0,0,0,0,0
00029047,0,0,0,0,0
00019445,0,0,0,0,0
00003498,1,55,24,120,82
00008957,1,32,87,149,225
00009327,1,81,102,167,212
00017470,1,129,95,211,157
00010105,1,95,3,244,89
00006221,1,22,125,89,241
00027948,0,0,0,0,0
00007807,1,84,161,178,223
00014798,1,19,60,220,223
00020648,0,0,0,0,0
00010106,1,93,133,231,228
00015656,1,82,127,203,202
00009623,1,25,131,155,252
00033209,0,0,0,0,0
00006339,1,195,131,252,221
00033496,0,0,0,0,0
00032774,0,0,0,0,0
00035124,0,0,0,0,0
00011072,1,189,108,246,239
00036017,0,0,0,0,0
00010250,1,81,188,212,245
00031928,0,0,0,0,0
00015940,1,16,78,238,194
00024643,0,0,0,0,0
00003573,1,191,45,251,168
00035337,0,0,0,0,0
00021017,0,0,0,0,0
00013571,1,36,4,138,237
00010621,1,96,119,187,192
00004488,1,180,196,237,253
00009263,1,5,49,253,108
00025039,0,0,0,0,0
00020841,0,0,0,0,0
00013447,1,178,175,251,243
00017404,1,20,11,212,185
00000712,1,104,136,235,192
00017109,1,0,99,88,222
00020541,0,0,0,0,0
00009311,1,2,173,178,229
00028712,0,0,0,0,0
00021563,0,0,0,0,0
00004463,1,144,95,207,182
00032204,0,0,0,0,0
00000922,1,164,145,239,247
00004329,1,73,48,145,183
00018125,1,70,150,252,219
00005060,1,39,156,253,244
00036149,0,0,0,0,0
00007074,1,198,111,253,230
00021161,0,0,0,0,0
00019673,0,0,0,0,0
00000581,1,13,120,78,218
00009925,1,114,75,227,211
00011355,1,108,57,173,192
00024684,0,0,0,0,0
00024003,0,0,0,0,0
00014794,1,35,97,104,205
00010145,1,184,23,254,167
00033708,0,0,0,0,0
00013236,1,176,177,248,252
00029555,0,0,0,0,0
00014968,1,124,125,226,246
00019974,0,0,0,0,0
00003673,1,172,8,240,166
00021316,0,0,0,0,0
00004883,1,165,193,237,251
00022823,0,0,0,0,0
00012705,1,51,168,243,234
00008737,1,110,53,221,148
00030659,0,0,0,0,0
00018199,1,72,47,143,220
00032005,0,0,0,0,0
00001259,1,90,31,188,228
00016241,1,31,141,169,202
00005064,1,75,98,159,159
00022074,0,0,0,0,0
00008466,1,21,109,121,254
00027379,0,0,0,0,0
00005901,1,33,125,236,188
00011777,1,133,165,201,222
00007563,1,25,170,213,228
00027798,0,0,0,0,0
00032301,0,0,0,0,0
00003172,1,164,175,228,249
00029812,0,0,0,0,0
00013993,1,82,75,140,173
00022945,0,0,0,0,0
00023656,0,0,0,0,0
00022921,0,0,0,0,0
00005847,1,185,184,249,247
00027275,0,0,0,0,0
00028826,0,0,0,0,0
00015644,1,44,159,119,249
00020927,0,0,0,0,0
00034578,0,0,0,0,0
00019224,0,0,0,0,0
00003888,1,173,183,243,238
00028171,0,0,0,0,0
00026730,0,0,0,0,0
00027705,0,0,0,0,0
00017416,1,169,130,233,200
00023534,0,0,0,0,0
00030345,0,0,0,0,0
00023091,0,0,0,0,0
00014754,1,167,188,222,251
00001695,1,9,103,95,236
00014960,1,150,15,252,240
00035868,0,0,0,0,0
00006545,1,138,92,207,159
00004006,1,56,28,138,161
00034102,0,0,0,0,0
00002676,1,94,145,224,219
00007936,1,197,144,254,247
00015095,1,137,72,216,210
00016557,1,126,138,215,234
00007771,1,170,180,233,246
00020866,0,0,0,0,0
00024541,0,0,0,0,0
00007833,1,96,32,204,241
00020502,0,0,0,0,0
00004931,1,73,133,231,252
00008424,1,38,84,143,166
00005722,1,85,153,174,241
00015922,1,64,25,163,123
00032386,0,0,0,0,0
00025666,0,0,0,0,0
00028556,0,0,0,0,0
00011968,1,147,9,227,228
00012171,1,75,26,227,179
00014851,1,61,157,219,224
00028191,0,0,0,0,0
00027908,0,0,0,0,0
00006491,1,179,25,251,240
00015294,1,1,170,173,233
00020429,0,0,0,0,0
00032771,0,0,0,0,0
00031356,0,0,0,0,0
00004518,1,46,75,240,206
00031623,0,0,0,0,0
00029259,0,0,0,0,0
00018068,1,68,9,125,142
00015916,1,53,45,129,209
00029870,0,0,0,0,0
00008104,1,0,38,108,135
00035520,0,0,0,0,0
00023610,0,0,0,0,0
00004095,1,73,7,203,146
00017855,1,33,199,241,254
00030811,0,0,0,0,0
00016589,1,196,62,252,152
00020489,0,0,0,0,0
00021116,0,0,0,0,0
00032026,0,0,0,0,0
00003532,1,127,120,237,181
00036357,0,0,0,0,0
00023655,0,0,0,0,0
00031447,0,0,0,0,0
00032135,0,0,0,0,0
00020450,0,0,0,0,0
00033168,0,0,0,0,0
00024020,0,0,0,0,0
00014763,1,81,22,172,219
00006931,1,11,98,94,194
00019558,0,0,0,0,0
00007140,1,79,86,150,145
00006974,1,126,81,193,204
00021900,0,0,0,0,0
00014504,1,159,154,236,235
00026464,0,0,0,0,0
00012795,1,23,125,152,254
00018843,0,0,0,0,0
00001355,1,113,192,242,252
00031893,0,0,0,0,0
00004935,1,120,57,213,200
00008047,1,148,2,230,87
00030732,0,0,0,0,0
00009685,1,123,24,240,112
00012346,1,48,184,190,249
00013509,1,175,169,236,245
00011136,1,20,76,89,250
00031784,0,0,0,0,0
00035060,0,0,0,0,0
00015111,1,147,85,248,230
00030358,0,0,0,0,0
00015587,1,56,17,173,218
00011267,1,163,70,220,221
00029802,0,0,0,0,0
00016984,1,93,17,180,145
00006000,1,1,59,135,149
00015767,1,189,176,254,246
00022934,0,0,0,0,0
00011713,1,67,106,181,206
00007217,1,49,132,192,233
00009660,1,52,7,152,66
00005793,1,166,182,223,241
00034378,0,0,0,0,0
00002302,1,147,23,212,207
00012644,1,62,183,200,253
00009443,1,107,150,240,248
00031518,0,0,0,0,0
00016764,1,156,41,214,168
00030619,0,0,0,0,0
00027048,0,0,0,0,0
00004125,1,51,37,250,138
00009120,1,8,34,137,156
00027925,0,0,0,0,0
00015027,1,39,58,222,176
00014986,1,142,147,251,248
00020099,0,0,0,0,0
00034843,0,0,0,0,0
00016784,1,23,65,105,180
00018812,0,0,0,0,0
00033290,0,0,0,0,0
00024924,0,0,0,0,0
00025177,0,0,0,0,0
00002504,1,34,22,222,252
00011818,1,198,19,254,169
00028761,0,0,0,0,0
00009771,1,20,112,143,204
00012253,1,105,176,197,246
00011039,1,128,52,233,195
00014462,1,18,104,145,173
00012543,1,118,165,186,221
00013680,1,166,66,250,184
00020287,0,0,0,0,0
00033891,0,0,0,0,0
00007542,1,92,69,201,228
00009204,1,87,139,200,236
00035392,0,0,0,0,0
00021902,0,0,0,0,0
00002423,1,136,96,198,159
00009538,1,184,57,248,138
00000468,1,184,162,243,251
00001689,1,88,169,174,230
00014060,1,96,189,198,250
00024127,0,0,0,0,0
00020587,0,0,0,0,0
00028095,0,0,0,0,0
00026469,0,0,0,0,0
00036365,0,0,0,0,0
00011353,1,159,172,220,248
00031268,0,0,0,0,0
00028785,0,0,0,0,0
00007783,1,173,91,246,242
00008624,1,12,73,175,225
00001170,1,93,185,204,248
00029290,0,0,0,0,0
00016792,1,104,60,216,232
00014310,1,111,106,224,249
00020061,0,0,0,0,0
00024525,0,0,0,0,0
00010675,1,194,67,253,248
00036166,0,0,0,0,0
00024577,0,0,0,0,0
00030385,0,0,0,0,0
00034013,0,0,0,0,0
00025285,0,0,0,0,0
00016562,1,2,90,218,191
00008196,1,34,1,104,78
00015345,1,96,195,231,254
00027628,0,0,0,0,0
00014317,1,68,65,230,230
00029718,0,0,0,0,0
00025828,0,0,0,0,0
00000296,1,123,43,250,130
00021156,0,0,0,0,0
00016120,1,42,183,232,253
00032879,0,0,0,0,0
00033733,0,0,0,0,0
00029105,0,0,0,0,0
00034200,0,0,0,0,0
00002135,1,90,95,199,228
00005245,1,61,131,199,208
00025879,0,0,0,0,0
00020821,0,0,0,0,0
00021498,0,0,0,0,0
00013107,1,141,126,241,200
00008577,1,38,58,178,149
00005886,1,100,114,174,189
00012383,1,45,98,160,158
00035360,0,0,0,0,0
00000043,1,102,190,227,248
00005377,1,113,174,187,246
00011494,1,95,71,238,245
00023619,0,0,0,0,0
00008290,1,40,73,157,215
00004050,1,38,158,132,244
00021661,0,0,0,0,0
00036358,0,0,0,0,0
00033809,0,0,0,0,0
00022087,0,0,0,0,0
00005812,1,44,92,167,245
00017689,1,106,148,203,215
00015841,1,5,25,191,208
00022219,0,0,0,0,0
00000421,1,16,9,91,107
00023967,0,0,0,0,0
00007959,1,73,137,214,248
00018347,0,0,0,0,0
00002475,1,167,59,239,128
00001218,1,66,17,140,86
00010948,1,75,163,218,249
00025890,0,0,0,0,0
00009198,1,59,100,243,190
00002641,1,90,27,173,135
00016547,1,15,136,148,239
00030650,0,0,0,0,0
00008765,1,126,173,201,238
00031281,0,0,0,0,0
00000088,1,88,33,159,246
00025630,0,0,0,0,0
00023565,0,0,0,0,0
00010655,1,152,29,213,144
00023488,0,0,0,0,0
00015061,1,28,51,203,182
00023595,0,0,0,0,0
00010016,1,31,14,138,148
00030853,0,0,0,0,0
00002484,1,8,55,232,114
00002939,1,130,25,228,201
00034942,0,0,0,0,0
00036105,0,0,0,0,0
00022272,0,0,0,0,0
00010761,1,124,26,234,204
00010910,1,33,199,156,254
00008350,1,195,74,253,212
00014952,1,61,108,203,203
00022570,0,0,0,0,0
00012873,1,23,64,183,167
00008655,1,117,137,242,244
00023918,0,0,0,0,0
00031523,0,0,0,0,0
00007622,1,8,40,172,127
00023759,0,0,0,0,0
00014812,1,53,164,155,244
00004075,1,94,51,239,154
00021766,0,0,0,0,0
00030477,0,0,0,0,0
00033651,0,0,0,0,0
00019505,0,0,0,0,0
00004357,1,164,15,239,241
00021061,0,0,0,0,0
00019530,0,0,0,0,0
00033588,0,0,0,0,0
00023790,0,0,0,0,0
00019691,0,0,0,0,0
00002382,1,1,98,159,201
00015919,1,50,198,124,254
00015678,1,91,50,175,138
00029635,0,0,0,0,0
00018509,0,0,0,0,0
00027932,0,0,0,0,0
00022910,0,0,0,0,0
00011418,1,181,20,251,250
00024321,0,0,0,0,0
00030018,0,0,0,0,0
00005744,1,55,179,182,239
00032150,0,0,0,0,0
00006679,1,72,24,137,118
00024382,0,0,0,0,0
00008837,1,68,2,169,183
00022787,0,0,0,0,0
00006098,1,90,99,152,244
00027827,0,0,0,0,0
00009875,1,14,141,214,213
00005201,1,140,28,225,150
00023906,0,0,0,0,0
00009346,1,73,70,129,150
00024110,0,0,0,0,0
00026734,0,0,0,0,0
00005306,1,11,140,229,253
00019911,0,0,0,0,0
00026299,0,0,0,0,0
00005618,1,11,94,254,214
00011153,1,55,141,160,254
00013511,1,179,50,235,155
00032125,0,0,0,0,0
00011317,1,39,151,241,236
00003913,1,112,17,185,205
00013210,1,29,72,90,199
00002530,1,172,98,247,234
00014252,1,124,87,214,189
00031859,0,0,0,0,0
00012397,1,65,167,219,254
00032127,0,0,0,0,0
00006449,1,37,70,246,207
00009735,1,158,0,232,254
00019302,0,0,0,0,0
00002331,1,158,52,222,107
00002327,1,142,125,250,226
00036251,0,0,0,0,0
00018822,0,0,0,0,0
00011256,1,176,121,237,205
00013156,1,149,140,247,246
00011849,1,185,156,245,235
00023606,0,0,0,0,0
00033869,0,0,0,0,0
00010848,1,65,147,123,208
00016412,1,106,74,162,187
00029833,0,0,0,0,0
00023872,0,0,0,0,0
00020633,0,0,0,0,0
00017410,1,154,186,239,241
00000446,1,142,77,245,195
00003324,1,183,141,248,240
00023176,0,0,0,0,0
00009963,1,136,126,215,214
00019472,0,0,0,0,0
00028929,0,0,0,0,0
00017231,1,73,146,232,254
00012957,1,41,115,214,212
00017547,1,116,68,187,153
00005850,1,144,119,230,181
00023418,0,0,0,0,0
00027739,0,0,0,0,0
00031941,0,0,0,0,0
00018240,1,45,86,209,219
00003796,1,92,185,212,254
00017604,1,35,9,190,217
00034395,0,0,0,0,0
00004528,1,160,17,220,249
00000863,1,53,159,215,251
00033270,0,0,0,0,0
00023317,0,0,0,0,0
00033759,0,0,0,0,0
00027411,0,0,0,0,0
00013080,1,151,168,252,223
00026342,0,0,0,0,0
00014983,1,15,21,75,86
00003684,1,135,64,215,186
00030344,0,0,0,0,0
00017848,1,112,49,250,230
00004412,1,18,186,110,254
00018752,0,0,0,0,0
00036269,0,0,0,0,0
00001000,1,145,50,215,152
00028657,0,0,0,0,0
00022744,0,0,0,0,0
00025645,0,0,0,0,0
00026566,0,0,0,0,0
00005304,1,43,132,160,224
00024145,0,0,0,0,0
00021152,0,0,0,0,0
00008642,1,105,181,195,246
00016671,1,134,144,244,238
00007585,1,134,38,245,113
00006847,1,150,141,213,235
00035837,0,0,0,0,0
00014728,1,55,136,166,242
00000294,1,180,109,246,182
00030272,0,0,0,0,0
00029705,0,0,0,0,0
00015478,1,75,191,254,249
00017300,1,85,71,250,141
00002729,1,115,51,235,155
00015553,1,7,71,211,248
00017239,1,145,58,200,118
00018485,0,0,0,0,0
00011038,1,177,104,241,187
00013196,1,66,46,121,187
00020569,0,0,0,0,0
00010263,1,173,167,238,230
00016148,1,199,47,254,158
00015681,1,37,194,212,251
00009730,1,40,86,99,208
00014162,1,86,63,229,142
00012770,1,190,99,254,242
00008814,1,40,159,181,225
00009711,1,62,15,157,241
00012646,1,130,58,247,249
00034770,0,0,0,0,0
00008827,1,190,51,254,138
00010940,1,132,6,234,208
00026755,0,0,0,0,0
00019319,0,0,0,0,0
00020236,0,0,0,0,0
00011536,1,78,125,145,180
00000660,1,83,71,252,242
00032351,0,0,0,0,0
00022135,0,0,0,0,0
00031807,0,0,0,0,0
00006508,1,52,158,114,248
00028729,0,0,0,0,0
00016501,1,48,140,218,222
00034049,0,0,0,0,0
00021500,0,0,0,0,0
00034309,0,0,0,0,0
00008089,1,64,15,228,125
00020593,0,0,0,0,0
00026110,0,0,0,0,0
00009884,1,63,199,189,254
00010400,1,115,95,196,154
00022725,0,0,0,0,0
00013623,1,100,101,164,244
00036109,0,0,0,0,0
00021037,0,0,0,0,0
00025545,0,0,0,0,0
00008643,1,8,42,205,107
00002067,1,194,98,251,247
00019803,0,0,0,0,0
00001072,1,164,176,248,235
00007077,1,72,174,148,230
00030855,0,0,0,0,0
00027116,0,0,0,0,0
00001721,1,175,36,248,200
00019617,0,0,0,0,0
00023134,0,0,0,0,0
00020020,0,0,0,0,0
00027947,0,0,0,0,0
00021255,0,0,0,0,0
00009959,1,25,54,181,152
00017622,1,45,127,159,249
00024166,0,0,0,0,0
00003879,1,34,93,203,239
00004981,1,52,16,209,147
00012799,1,94,143,155,235
00017124,1,126,15,200,130
00011801,1,18,19,212,204
00019953,0,0,0,0,0
00033973,0,0,0,0,0
00026265,0,0,0,0,0
00029695,0,0,0,0,0
00016250,1,145,128,218,230
00017508,1,116,169,230,235
00013769,1,39,38,130,150
00027247,0,0,0,0,0
00002570,1,74,60,237,146
00002224,1,37,12,159,195
00022406,0,0,0,0,0
00018443,0,0,0,0,0
00022134,0,0,0,0,0
00022738,0,0,0,0,0
00028587,0,0,0,0,0
00010778,1,113,172,251,247
00030004,0,0,0,0,0
00001480,1,58,28,194,106
00016482,1,159,34,233,92
00035840,0,0,0,0,0
00018146,1,139,134,202,229
00033817,0,0,0,0,0
00016084,1,100,195,195,252
00003373,1,144,103,200,173
00032209,0,0,0,0,0
00011986,1,34,162,236,232
00000423,1,46,87,175,212
00033349,0,0,0,0,0
00029713,0,0,0,0,0
00006304,1,27,151,141,240
00014660,1,14,136,84,208
00018137,1,151,28,225,203
00012535,1,101,129,210,190
00023831,0,0,0,0,0
00001152,1,131,85,192,169
00011151,1,150,155,242,253
00001557,1,116,34,188,160
00027731,0,0,0,0,0
00030815,0,0,0,0,0
00000772,1,82,103,181,192
00009279,1,38,97,195,180
00015077,1,186,150,245,222
00004167,1,188,170,243,241
00013641,1,181,168,237,241
00020571,0,0,0,0,0
00016787,1,166,71,226,212
00009006,1,2,42,254,159
00019949,0,0,0,0,0
00022966,0,0,0,0,0
00028910,0,0,0,0,0
00015536,1,8,98,176,207
00025609,0,0,0,0,0
00019086,0,0,0,0,0
00021682,0,0,0,0,0
00025982,0,0,0,0,0
00016025,1,173,101,251,192
00034435,0,0,0,0,0
00030286,0,0,0,0,0
00031597,0,0,0,0,0
00020592,0,0,0,0,0
00011772,1,175,116,241,213
00008397,1,138,154,249,224
00033967,0,0,0,0,0
00014510,1,14,103,189,179
00006144,1,69,193,137,252
00006818,1,21,178,108,239
00005849,1,128,146,194,214
00013968,1,114,174,208,240
00012940,1,5,194,228,252
00015250,1,189,71,245,155
00010863,1,87,163,220,226
00003406,1,60,175,176,254
00012131,1,159,140,228,232
00013182,1,85,145,215,203
00027853,0,0,0,0,0
00011924,1,73,121,145,238
00015008,1,130,33,236,125
00027577,0,0,0,0,0
00007750,1,72,100,137,156
00019824,0,0,0,0,0
00004114,1,98,95,176,226
00016544,1,63,12,196,117
00024546,0,0,0,0,0
00002471,1,154,30,231,162
00007164,1,174,7,251,136
00030807,0,0,0,0,0
00021015,0,0,0,0,0
00009141,1,182,30,249,244
00030145,0,0,0,0,0
00019021,0,0,0,0,0
00007015,1,197,196,254,254
00033197,0,0,0,0,0
00004744,1,191,65,250,151
00007102,1,169,145,229,227
00029255,0,0,0,0,0
00003355,1,118,198,229,253
00033559,0,0,0,0,0
00017706,1,197,159,253,238
00010962,1,16,133,72,189
00003486,1,176,8,232,185
00004008,1,102,115,231,252
00009326,1,83,194,231,253
00025575,0,0,0,0,0
00012877,1,125,155,185,248
00011215,1,182,186,241,254
00026838,0,0,0,0,0
00013718,1,102,63,160,194
00007609,1,76,175,183,246
00022893,0,0,0,0,0
00021297,0,0,0,0,0
00006410,1,182,9,240,173
00028043,0,0,0,0,0
00002779,1,125,192,200,247
00004155,1,179,129,253,229
00017220,1,6,193,166,254
00003899,1,100,144,201,234
00010053,1,27,64,244,167
00028527,0,0,0,0,0
00032847,0,0,0,0,0
00009178,1,43,36,251,136
00029046,0,0,0,0,0
00010363,1,53,95,242,206
00018931,0,0,0,0,0
00004193,1,93,8,170,216
00015086,1,10,181,217,241
00017690,1,128,101,212,169
00000892,1,9,62,174,152
00009516,1,134,41,252,183
00011302,1,119,81,216,204
00023365,0,0,0,0,0
00009721,1,7,145,229,215
00010220,1,141,50,228,213
00032405,0,0,0,0,0
00032696,0,0,0,0,0
00018532,0,0,0,0,0
00026409,0,0,0,0,0
00016772,1,81,157,225,237
00001359,1,62,31,150,130
00028507,0,0,0,0,0
00018653,0,0,0,0,0
00021545,0,0,0,0,0
00022316,0,0,0,0,0
00027184,0,0,0,0,0
00025190,0,0,0,0,0
00007308,1,157,0,236,109
00032667,0,0,0,0,0
00023303,0,0,0,0,0
00035409,0,0,0,0,0
00000450,1,4,61,223,240
00005365,1,44,1,121,173
00003904,1,29,99,138,192
00023281,0,0,0,0,0
00004540,1,143,135,228,233
00013620,1,19,47,116,104
00031809,0,0,0,0,0
00033604,0,0,0,0,0
00026599,0,0,0,0,0
00022495,0,0,0,0,0
00010258,1,124,13,229,119
00008482,1,128,32,202,89
00003377,1,81,123,244,212
00009637,1,56,170,151,245
00014235,1,80,1,222,209
00001373,1,83,150,179,238
00002754,1,134,114,234,246
00036022,0,0,0,0,0
00012815,1,81,56,193,116
00031147,0,0,0,0,0
00003336,1,110,64,194,172
00014513,1,10,40,99,205
00004457,1,6,73,106,157
00011135,1,138,5,240,130
00004610,1,161,57,244,162
00000733,1,130,165,224,247
00021961,0,0,0,0,0
00007144,1,7,103,83,182
00026770,0,0,0,0,0
00012029,1,146,19,202,116
00020092,0,0,0,0,0
00001664,1,179,107,235,212
00032360,0,0,0,0,0
00036298,0,0,0,0,0
00032714,0,0,0,0,0
00021306,0,0,0,0,0
00033883,0,0,0,0,0
00014298,1,102,179,168,235
00013275,1,170,186,228,254
00029548,0,0,0,0,0
00014432,1,157,194,225,249
00018318,0,0,0,0,0
00018397,0,0,0,0,0
00008965,1,153,101,220,189
00025774,0,0,0,0,0
00024694,0,0,0,0,0
00019665,0,0,0,0,0
00032334,0,0,0,0,0
00027300,0,0,0,0,0
00034099,0,0,0,0,0
00002907,1,97,6,180,204
00006093,1,187,50,254,198
00029006,0,0,0,0,0
00022428,0,0,0,0,0
00006994,1,195,172,253,250
00024916,0,0,0,0,0
00006498,1,148,78,230,220
00003091,1,3,52,252,236
00010435,1,8,199,176,254
00028444,0,0,0,0,0
00032117,0,0,0,0,0
00029331,0,0,0,0,0
00012073,1,89,61,172,217
00002507,1,53,129,210,239
00017605,1,147,184,215,252
00033230,0,0,0,0,0
00015197,1,87,15,171,104
00015437,1,156,55,230,146
00027592,0,0,0,0,0
00035003,0,0,0,0,0
00032877,0,0,0,0,0
00012118,1,185,15,253,158
00021332,0,0,0,0,0
00011305,1,174,123,229,203
00029652,0,0,0,0,0
00001315,1,112,175,229,243
00010026,1,117,161,209,237
00015588,1,95,118,160,183
00002778,1,100,14,245,188
00001113,1,10,142,120,248
00013259,1,73,133,205,189
00004905,1,46,184,248,250
00016938,1,22,193,237,249
00005113,1,26,185,118,240
00031335,0,0,0,0,0
00033740,0,0,0,0,0
00024568,0,0,0,0,0
00030470,0,0,0,0,0
00022896,0,0,0,0,0
00022901,0,0,0,0,0
00009459,1,121,80,226,233
00024173,0,0,0,0,0
00011329,1,67,108,228,216
00003157,1,144,59,243,130
00025250,0,0,0,0,0
00027874,0,0,0,0,0
00033625,0,0,0,0,0
00014549,1,127,102,237,235
00027825,0,0,0,0,0
00004830,1,96,58,228,158
00032210,0,0,0,0,0
00010038,1,21,130,113,207
00005295,1,172,18,227,178
00013424,1,124,25,187,157
00018500,0,0,0,0,0
